This file was created by CMPT_ME_BEME_RETS using the 201803 CRSP database.
It contains value- and equal-weighted returns for the intersections of  2
ME portfolios and  3 D/P portfolios.   

The portfolios are constructed at the end of Jun.  ME is market cap at the end
of Jun.  D/P is the total dividends paid from July of t-1 to June of t per dollar of equity in June of t.
Firms with negative
D/P are not included in any portfolio.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weight Average Returns -- Monthly
,SMALL LoDP,ME1 DP2,SMALL HiDP,BIG LoDP,ME2 DP2,BIG HiDP
195906,   1.05,   0.53,   1.72,  -0.13,  -0.09,   0.73
195907,   2.97,   3.99,   1.65,   3.29,   3.90,   1.90
195908,  -3.08,  -0.56,  -0.72,  -1.93,  -0.23,  -1.40
195909,  -4.91,  -3.54,  -3.85,  -4.49,  -4.60,  -3.85
195910,   2.64,   3.41,   0.65,   2.16,   0.74,   0.89
195911,   2.75,   0.96,   1.82,   4.32,  -0.07,  -0.30
195912,   4.49,   2.57,   0.67,   2.96,   3.24,   1.48
196001,  -6.18,  -4.04,  -0.95,  -9.00,  -5.68,  -2.68
196002,   1.22,   0.64,   1.23,   1.84,   1.44,  -0.28
196003,  -2.73,  -2.34,  -2.64,  -0.53,  -1.76,  -1.41
196004,  -2.00,  -2.20,  -0.90,  -1.55,  -1.71,  -0.25
196005,   5.20,   1.87,   1.45,   5.76,   1.30,   0.20
196006,   1.08,   3.21,   1.68,   1.85,   2.74,   3.36
196007,  -3.37,  -2.03,  -0.21,  -4.51,  -0.68,   0.07
196008,   3.90,   3.61,   2.19,   2.29,   4.13,   2.71
196009,  -8.20,  -4.87,  -5.24,  -6.94,  -5.23,  -3.74
196010,  -5.66,  -2.13,  -1.45,  -1.08,   0.48,  -0.19
196011,   7.34,   4.72,   3.09,   6.53,   4.10,   1.76
196012,   3.99,   4.26,   1.56,   4.20,   5.66,   4.78
196101,   5.85,   7.89,   9.71,   3.96,   7.26,  10.28
196102,   8.26,   6.34,   5.79,   3.74,   3.72,   1.42
196103,   7.33,   5.17,   3.81,   2.96,   2.93,   1.85
196104,   0.39,   2.28,   0.02,  -0.36,   0.50,   2.49
196105,   4.15,   5.55,   4.77,   3.44,   2.07,   1.61
196106,  -5.89,  -5.23,  -4.01,  -1.98,  -2.92,  -3.44
196107,   0.93,   0.54,   1.43,   1.61,   4.29,   3.73
196108,   0.74,   0.81,   1.29,   4.39,   2.49,   0.53
196109,  -4.78,  -2.56,  -2.65,  -1.74,  -2.21,  -0.56
196110,   0.77,   3.34,   0.66,   3.43,   2.18,   3.43
196111,   6.69,   5.42,   3.77,   3.28,   5.46,   5.11
196112,  -1.08,   0.16,  -0.01,  -1.89,   0.68,   2.41
196201,  -1.98,  -0.50,   1.75,  -5.67,  -4.08,   1.08
196202,   0.30,   0.97,   2.05,   1.19,   2.98,   1.26
196203,  -1.43,   0.14,  -1.38,  -0.02,  -0.88,  -0.07
196204,  -9.92,  -5.66,  -5.27,  -8.21,  -5.21,  -5.07
196205, -12.80,  -9.81,  -7.16, -11.33,  -7.76,  -3.38
196206, -10.36,  -6.33,  -6.17, -11.07,  -7.41,  -5.32
196207,   7.90,   6.00,   3.84,   8.71,   5.09,   3.93
196208,   4.46,   3.58,   1.72,   1.88,   2.72,   1.61
196209,  -7.31,  -5.97,  -5.89,  -6.48,  -3.17,  -3.87
196210,  -3.85,  -2.44,  -1.64,   0.55,   0.88,   0.63
196211,  16.69,  12.29,  13.16,  11.34,  10.58,  10.17
196212,  -3.39,  -0.04,  -2.36,   1.26,   2.38,   0.74
196301,   8.23,   7.91,   9.30,   4.46,   4.32,   7.85
196302,  -2.66,  -1.54,  -0.15,  -2.46,  -1.97,  -2.01
196303,   1.29,   1.89,   2.18,   2.54,   3.94,   5.14
196304,   3.22,   4.67,   3.68,   4.58,   4.92,   5.50
196305,   4.28,   3.19,   3.70,   2.19,   0.45,   5.12
196306,  -1.38,  -1.59,  -1.69,  -2.30,  -0.83,  -3.21
196307,  -1.46,  -1.21,  -0.54,  -0.28,   0.20,  -0.11
196308,   6.15,   4.67,   3.39,   5.99,   4.60,   6.19
196309,  -2.11,  -1.50,  -0.42,  -1.41,  -1.26,  -0.90
196310,   2.79,   1.64,   1.36,   3.27,   1.60,   6.49
196311,  -1.56,  -1.51,  -0.24,  -0.72,   0.68,  -3.57
196312,  -0.14,   1.44,   0.62,   3.18,   2.24,   0.50
196401,   2.31,   2.92,   3.12,   3.13,   2.64,   2.13
196402,   1.74,   2.52,   3.37,   2.02,   1.58,   1.58
196403,   3.49,   2.53,   4.09,   1.62,   1.02,   3.46
196404,  -0.42,  -0.73,  -0.21,  -0.54,   1.21,   1.31
196405,   2.79,   1.31,   1.35,   1.94,   1.35,   2.29
196406,   1.51,   1.58,   1.26,   1.40,   1.71,   1.68
196407,   2.12,   2.13,   2.93,   0.61,   2.75,   4.53
196408,   0.02,  -0.06,  -0.27,  -1.82,  -1.26,   0.96
196409,   3.13,   2.94,   3.07,   2.13,   3.60,   3.26
196410,   1.29,   1.70,   1.82,  -0.37,   2.16,   0.42
196411,   0.06,   0.20,  -0.11,   0.24,   1.07,  -1.13
196412,  -0.22,  -0.13,  -0.86,   0.94,  -0.22,   0.56
196501,   6.93,   5.04,   5.81,   4.33,   2.75,   3.89
196502,   3.98,   4.19,   2.89,   1.81,  -0.89,  -0.27
196503,   0.98,   1.34,   0.82,  -1.29,  -1.68,   0.60
196504,   4.51,   5.22,   3.72,   3.92,   2.11,   4.55
196505,  -0.18,  -0.86,  -0.99,   0.03,   0.08,  -2.30
196506, -10.14,  -8.20,  -6.59,  -4.61,  -4.13,  -5.90
196507,   4.07,   2.96,   2.66,   2.19,   0.75,   2.20
196508,   7.13,   5.20,   2.90,   3.98,   1.78,   2.84
196509,   4.56,   3.84,   1.82,   3.46,   2.87,   3.15
196510,   6.79,   5.92,   4.64,   2.96,   1.52,   4.73
196511,   5.56,   4.01,   2.61,   1.76,  -1.06,  -2.60
196512,   4.23,   2.98,   3.58,   1.49,   0.45,   1.52
196601,   5.81,   5.07,   5.60,   0.88,  -0.08,   1.75
196602,   3.04,   2.43,   1.91,  -0.47,  -2.01,  -1.72
196603,  -1.60,  -1.60,  -3.05,  -0.32,  -3.15,  -4.18
196604,   6.63,   5.16,   3.45,   3.59,   1.68,  -1.19
196605, -10.42,  -9.10,  -7.28,  -4.51,  -4.26,  -6.15
196606,   0.92,   0.11,  -0.69,  -1.06,  -1.58,  -1.44
196607,  -1.06,  -0.90,  -0.65,  -2.33,  -0.68,  -0.38
196608, -11.64,  -9.78,  -7.86,  -7.94,  -6.87,  -6.82
196609,  -1.99,  -1.08,  -0.79,  -2.22,   0.75,   0.07
196610,  -2.19,   0.92,   0.42,   2.45,   7.67,   4.76
196611,   8.75,   2.69,   0.10,   7.39,  -1.20,  -3.76
196612,   4.25,   1.43,   0.97,  -0.43,   1.00,   0.50
196701,  17.63,  13.95,  15.39,   7.90,   6.18,  10.15
196702,   3.94,   2.62,   1.91,   3.17,  -0.12,  -1.42
196703,   7.25,   7.15,   4.00,   4.80,   3.34,   4.22
196704,   5.27,   4.15,   2.49,   6.06,   2.48,   3.83
196705,  -1.30,  -0.89,  -1.76,  -5.01,  -3.76,  -3.72
196706,   9.64,   7.33,   5.33,   2.64,   1.90,   0.43
196707,   7.33,   9.44,   7.18,   3.68,   4.16,   6.14
196708,  -1.18,   0.91,   1.46,  -0.96,  -0.89,   0.04
196709,   6.78,   5.32,   3.31,   3.92,   2.41,   2.95
196710,  -2.74,  -2.10,  -3.29,   0.33,  -4.55,  -4.63
196711,   2.09,   0.59,  -0.18,   2.32,   0.00,  -0.54
196712,   9.73,   6.87,   5.26,   2.52,   3.02,   2.51
196801,  -2.03,   0.96,   4.57,  -7.51,  -2.25,  -0.24
196802,  -6.44,  -3.82,  -1.86,  -3.80,  -2.66,  -1.52
196803,  -1.74,  -0.29,  -0.90,   3.56,  -0.97,  -0.60
196804,  17.92,  12.29,  10.56,  11.81,   6.56,   6.45
196805,   9.54,   8.02,   6.35,   3.72,   0.52,   0.71
196806,   0.21,   1.30,   3.54,  -0.78,   2.89,   2.31
196807,  -4.58,  -2.85,  -0.23,  -5.77,  -1.24,   1.02
196808,   4.40,   5.01,   1.63,   1.53,   1.74,   1.44
196809,   7.11,   6.58,   4.88,   2.39,   5.43,   4.06
196810,   0.63,   2.32,   2.95,  -2.21,   1.98,   2.97
196811,   8.02,   7.69,   6.41,   6.70,   5.47,   4.45
196812,  -1.10,  -1.14,   0.22,  -4.91,  -3.83,  -3.27
196901,  -1.10,  -1.39,   0.30,  -2.00,  -0.74,   0.60
196902,  -9.27,  -7.06,  -5.64,  -4.36,  -5.09,  -4.12
196903,   3.75,   2.48,   0.34,   4.20,   2.73,   2.68
196904,   1.76,   0.69,  -0.18,   3.24,   1.76,   1.39
196905,   1.10,  -0.37,   0.13,  -0.29,   0.36,   1.01
196906, -12.73, -10.48,  -8.55,  -3.05,  -7.15,  -6.61
196907, -10.67,  -9.05,  -5.98,  -5.07,  -7.65,  -5.48
196908,   8.82,   5.13,   1.47,   7.57,   4.53,   2.18
196909,  -0.08,  -1.01,  -3.29,  -0.78,  -3.84,  -3.42
196910,   9.07,   7.05,   6.27,   6.26,   5.06,   3.76
196911,  -4.87,  -5.12,  -4.12,  -1.95,  -3.85,  -3.54
196912,  -3.27,  -5.37,  -4.89,   0.47,  -1.70,  -3.26
197001,  -6.90,  -4.10,  -0.50,  -8.05,  -9.35,  -4.83
197002,   3.53,   3.53,   4.82,   4.15,   7.08,   7.01
197003,  -3.13,  -1.02,   1.66,  -2.70,   0.64,   2.82
197004, -18.69, -12.57,  -8.37, -11.05,  -9.50,  -6.93
197005, -12.28,  -9.03,  -7.10,  -8.65,  -5.31,  -3.03
197006,  -7.17,  -6.43,  -4.30,  -6.56,  -2.42,  -5.55
197007,   8.38,   9.50,   5.56,   4.27,   9.90,   9.42
197008,   5.76,   5.40,   7.34,   4.25,   4.19,   6.82
197009,  12.21,  10.05,   7.45,   6.80,   1.41,   1.52
197010,  -4.67,  -4.80,  -4.27,  -0.56,  -1.91,  -1.08
197011,   2.09,   3.09,   3.37,   5.06,   4.90,   7.24
197012,   9.87,   9.83,  10.42,   4.90,   7.18,   6.29
197101,   9.52,  12.04,  10.00,   4.80,   5.01,   2.49
197102,   4.39,   2.63,   2.41,   2.24,   0.58,   1.59
197103,   8.27,   5.26,   4.53,   5.83,   2.84,   2.81
197104,   4.71,   3.40,   3.58,   3.89,   3.09,   3.55
197105,  -3.71,  -4.52,  -5.10,  -2.67,  -4.12,  -4.13
197106,   0.54,  -1.06,  -1.72,   1.02,   0.72,  -0.60
197107,  -4.97,  -4.01,  -2.50,  -4.73,  -3.44,  -2.83
197108,   4.36,   4.64,   3.87,   5.21,   6.27,  -0.37
197109,   0.49,  -0.64,  -1.96,   0.42,  -0.79,  -1.11
197110,  -6.41,  -4.49,  -4.08,  -3.83,  -4.71,  -2.29
197111,  -2.28,  -2.88,  -1.60,   1.20,  -0.21,  -0.29
197112,  12.08,  11.80,   9.18,  10.02,   7.62,   8.21
197201,   7.85,   6.08,   6.76,   3.28,   1.05,   0.80
197202,   5.49,   3.34,   0.57,   5.88,   1.75,   0.15
197203,   0.79,  -0.05,   0.11,   1.76,   1.99,  -2.07
197204,   1.00,   1.88,   0.02,   1.25,   0.95,  -1.11
197205,  -0.56,  -1.83,  -1.92,   4.20,  -0.60,   1.32
197206,  -3.25,  -2.41,  -1.75,  -0.81,  -3.32,  -2.15
197207,  -3.85,  -2.68,  -0.19,   1.37,  -1.42,  -0.41
197208,  -0.65,   2.47,   2.93,   0.23,   6.18,   7.87
197209,  -3.20,  -3.32,  -1.23,   0.07,  -2.07,   0.55
197210,  -3.16,  -0.64,   2.11,   0.62,   0.78,   2.24
197211,   5.52,   6.25,   7.01,   1.91,   7.25,   7.75
197212,  -0.15,  -1.18,  -0.60,   3.06,   0.23,  -0.50
197301,  -5.83,  -5.13,  -3.14,  -1.31,  -5.39,   0.09
197302, -10.29,  -7.19,  -3.29,  -2.25,  -4.64,  -4.57
197303,  -3.94,  -2.23,  -0.95,  -0.87,  -1.26,   1.02
197304,  -8.83,  -4.93,  -2.71,  -6.16,  -4.97,  -0.31
197305,  -9.32,  -7.66,  -3.76,  -0.37,  -1.81,  -2.59
197306,  -4.29,  -2.91,  -1.33,  -0.25,  -2.36,   0.33
197307,  15.73,  12.44,   4.83,   6.27,   3.10,   1.65
197308,  -4.59,  -5.47,  -3.74,  -3.26,  -2.75,  -2.88
197309,   9.75,  12.43,   7.35,   1.12,   9.59,   7.92
197310,   0.68,  -1.49,  -0.34,   0.94,  -0.87,  -2.36
197311, -22.11, -19.44, -12.63, -10.78, -11.32, -11.84
197312,  -1.84,  -1.43,  -1.71,  -1.42,   6.17,   2.05
197401,   8.38,  11.61,   9.94,  -2.51,  -0.66,   6.24
197402,  -0.30,   1.36,   2.23,  -0.84,   0.83,   1.56
197403,   0.56,   0.14,  -0.24,  -1.80,  -2.97,  -2.60
197404,  -6.19,  -3.20,  -4.67,  -3.62,  -4.64,  -6.62
197405,  -8.18,  -6.79,  -7.01,  -1.47,  -5.16,  -3.14
197406,  -2.60,  -1.29,  -2.38,  -1.16,  -1.58,  -3.38
197407,  -6.37,  -3.79,  -2.00, -10.66,  -4.00,  -3.14
197408,  -9.57,  -8.45,  -6.94,  -9.83,  -7.96,  -6.47
197409,  -9.73,  -6.17,  -5.16, -14.84,  -7.56,  -5.25
197410,  12.12,   7.25,   5.55,  21.89,  16.20,   6.79
197411,  -4.20,  -4.71,  -3.57,  -4.27,  -3.88,  -3.07
197412,  -6.90,  -4.90,  -5.69,  -4.08,   0.44,  -1.23
197501,  25.44,  23.87,  25.64,  10.01,  13.20,  21.54
197502,   5.47,   3.82,   1.17,   9.70,   2.85,   1.43
197503,   7.39,   6.03,   4.01,   3.14,   2.87,   0.55
197504,   5.80,   3.58,   1.00,   5.31,   5.15,   0.61
197505,   8.76,   5.47,   4.07,   5.43,   4.33,   7.68
197506,   5.50,   6.07,   7.66,   3.50,   6.19,   8.09
197507,  -3.39,  -1.87,  -1.17,  -8.66,  -4.31,  -4.07
197508,  -5.29,  -4.41,  -3.03,  -2.48,  -1.82,  -1.53
197509,  -5.07,  -2.38,  -2.24,  -4.80,  -3.08,  -1.85
197510,   2.27,   2.89,   2.49,   6.85,   5.69,   5.89
197511,   1.68,   3.68,   3.03,   3.20,   3.08,   3.48
197512,  -0.95,  -0.49,  -0.77,  -2.64,  -0.08,   0.65
197601,  18.30,  17.59,  15.30,  11.65,  12.59,  11.39
197602,   9.63,   7.94,   5.18,  -2.27,   2.38,   0.43
197603,   0.49,   1.80,   1.25,   2.93,   2.43,   2.81
197604,  -2.23,  -0.19,   0.47,  -2.37,  -0.41,   1.16
197605,  -1.96,  -1.82,  -1.21,  -1.46,   0.88,  -1.91
197606,   3.97,   3.62,   2.54,   5.09,   4.05,   4.53
197607,  -1.58,   1.03,   2.25,  -1.43,  -1.02,   1.37
197608,  -2.25,  -0.72,   0.32,  -0.55,  -0.78,   3.22
197609,   3.59,   2.37,   2.66,   1.92,   2.84,   2.86
197610,  -2.52,  -1.30,  -0.25,  -2.96,  -2.01,  -0.24
197611,   4.62,   3.15,   3.15,  -0.70,   0.20,   2.54
197612,   9.51,   9.51,   8.49,   4.05,   7.30,   6.11
197701,   1.40,   1.05,   2.61,  -7.27,  -4.25,   0.42
197702,  -0.73,   0.76,  -0.51,  -1.95,  -1.46,  -1.42
197703,   1.28,   0.26,   0.33,  -1.39,  -1.16,  -0.75
197704,   1.85,   2.39,   0.89,  -1.71,   1.37,   2.21
197705,  -0.05,   0.36,   0.20,  -2.29,  -1.58,   1.03
197706,   7.64,   5.42,   4.03,   6.32,   4.01,   3.83
197707,  -0.47,   1.04,   1.36,  -2.05,  -1.60,  -0.80
197708,  -0.36,  -0.21,  -0.87,   0.34,  -1.06,  -3.07
197709,   2.57,   1.14,   0.62,  -0.15,  -1.11,   1.57
197710,  -3.41,  -1.53,  -0.69,  -4.83,  -3.88,  -3.56
197711,   9.51,   7.54,   4.61,   5.54,   4.29,   2.41
197712,   3.40,   1.35,   1.00,   0.79,   0.27,   0.77
197801,  -4.97,  -2.82,  -1.30,  -7.26,  -6.22,  -4.51
197802,   2.83,   1.83,   1.33,  -2.47,  -2.03,   0.25
197803,   7.18,   6.01,   4.04,   3.22,   2.42,   2.97
197804,   9.70,   8.01,   4.90,  11.65,  10.48,   3.60
197805,   7.76,   5.59,   2.32,   3.50,   1.91,  -0.24
197806,   0.49,   0.21,   0.47,  -0.48,  -1.95,  -1.71
197807,   7.22,   4.73,   3.33,   7.37,   6.52,   3.19
197808,   8.22,   7.96,   5.96,   4.57,   3.71,   2.94
197809,  -1.72,  -0.68,   0.77,  -2.55,  -1.60,   1.51
197810, -21.73, -16.84, -12.11, -12.39,  -9.83,  -7.58
197811,   8.17,   4.49,   1.99,   4.13,   2.57,   2.80
197812,   3.61,   1.87,   0.83,   2.65,   2.25,   0.08
197901,   7.87,   8.23,   6.33,   2.42,   5.00,   5.04
197902,  -2.63,  -2.27,  -0.77,  -4.85,  -3.08,  -1.67
197903,  10.53,   8.01,   4.85,   6.85,   6.31,   4.74
197904,   2.74,   2.70,   1.50,   1.00,   0.48,   0.10
197905,  -1.61,  -1.38,   0.21,  -2.29,  -1.45,  -0.94
197906,   5.79,   5.43,   4.85,   5.57,   3.65,   4.55
197907,   2.27,   3.18,   4.09,   2.79,   0.89,   1.18
197908,   8.62,   7.59,   5.68,   7.99,   6.37,   4.09
197909,   0.17,  -0.72,  -1.69,   1.27,  -0.04,  -0.65
197910, -10.41, -10.37,  -9.76,  -6.05,  -7.16,  -6.43
197911,  10.39,   5.53,   4.77,   9.33,   5.81,   3.23
197912,   7.28,   5.48,   2.54,   4.39,   2.75,  -0.97
198001,   7.90,   6.67,   4.70,   8.07,   6.20,   3.50
198002,  -1.43,  -2.85,  -4.30,  -0.84,   0.29,  -0.66
198003, -18.83, -15.60, -12.72, -12.66, -10.71,  -7.55
198004,   6.46,   5.24,   7.35,   4.55,   3.95,   6.73
198005,   8.74,   7.87,   7.94,   5.67,   5.67,   5.88
198006,   5.21,   4.49,   3.98,   4.23,   3.71,   2.21
198007,  12.06,   9.97,   5.37,   7.90,   6.82,   3.41
198008,   6.60,   4.81,   1.93,   3.51,   0.54,   1.63
198009,   4.17,   2.99,   1.02,   7.57,   1.85,  -1.14
198010,   4.18,   2.09,   0.44,   4.31,   0.99,  -0.50
198011,   8.95,   3.96,   1.40,  17.86,  10.55,   2.51
198012,  -3.81,  -1.37,  -0.15,  -5.77,  -2.67,  -0.13
198101,  -2.07,   1.07,   3.18,  -8.91,  -3.92,   1.67
198102,   1.09,   2.69,   2.22,   1.14,   2.85,   1.42
198103,   8.97,   7.92,   5.95,   3.89,   3.42,   4.21
198104,   3.82,   3.79,   2.77,  -4.36,  -1.74,   1.61
198105,   4.04,   2.03,   1.35,   0.07,  -0.22,   2.36
198106,  -2.95,   1.27,   2.08,  -1.82,   0.10,   1.09
198107,  -2.98,  -1.79,  -1.17,   1.64,   0.24,  -0.83
198108,  -8.50,  -4.84,  -3.20,  -7.15,  -6.07,  -2.83
198109,  -8.43,  -6.03,  -3.65,  -7.02,  -6.59,  -2.49
198110,   8.76,   6.18,   5.63,  10.87,   4.63,   3.21
198111,   3.11,   5.13,   5.25,   3.35,   5.56,   5.04
198112,  -1.89,  -0.28,  -0.86,  -4.03,  -2.65,  -2.15
198201,  -4.88,  -3.75,   0.00,  -3.44,  -3.81,   0.66
198202,  -5.07,  -3.18,  -0.72,  -7.59,  -5.90,  -1.85
198203,  -1.41,  -0.40,   1.42,  -2.09,  -0.74,   0.49
198204,   6.58,   4.94,   3.89,   5.92,   4.55,   2.83
198205,  -3.32,  -0.95,  -1.34,  -5.08,  -2.06,  -1.84
198206,  -2.48,  -1.81,  -0.98,  -2.92,  -1.60,  -1.58
198207,  -0.78,  -0.67,  -0.70,  -1.67,  -1.67,  -3.16
198208,   8.54,   8.55,   8.82,  11.31,  12.26,  13.33
198209,   3.55,   5.19,   4.97,   2.17,   2.33,   0.29
198210,  14.42,  12.10,  11.06,  12.99,  12.02,   8.42
198211,  10.26,   8.20,   7.15,   6.85,   4.61,   1.96
198212,   2.40,   0.56,   0.47,   0.91,   1.66,   1.85
198301,   5.82,   4.71,   4.54,   2.59,   2.21,   5.48
198302,   6.34,   6.30,   5.25,   3.91,   2.95,   1.64
198303,   6.14,   5.69,   5.59,   3.25,   3.66,   2.94
198304,   7.88,   7.39,   6.59,   5.48,   8.24,   7.52
198305,   5.96,   5.05,   3.29,   2.35,  -1.59,   0.47
198306,   5.31,   3.64,   1.50,   6.05,   4.76,   0.17
198307,  -3.00,  -0.19,   2.35,  -5.07,  -3.87,  -1.01
198308,  -3.63,  -1.74,   0.12,  -1.74,   0.19,   4.23
198309,   1.99,   3.18,   5.65,   0.49,   2.91,   1.13
198310,  -6.87,  -3.33,  -0.56,  -5.53,  -0.84,  -0.05
198311,   4.86,   4.37,   3.86,   3.73,   2.33,   1.58
198312,  -1.16,   0.40,   0.15,  -1.57,  -0.09,  -1.17
198401,  -3.39,   0.27,   1.77,  -5.41,  -1.67,   2.67
198402,  -5.69,  -4.39,  -2.59,  -6.15,  -4.18,  -1.83
198403,   1.02,   2.51,   0.92,   2.56,   1.93,   0.21
198404,   0.25,   0.68,  -0.03,   0.28,   0.18,   1.49
198405,  -5.40,  -4.54,  -3.21,  -6.32,  -5.23,  -4.20
198406,   4.17,   2.28,   2.69,   4.39,   2.86,   2.14
198407,  -3.10,  -2.58,  -0.58,  -2.35,  -1.37,  -1.72
198408,  13.22,  10.15,   7.95,  12.42,  10.70,  11.38
198409,  -0.24,   1.07,   4.09,  -2.90,  -0.58,   2.81
198410,  -0.95,  -0.33,   2.88,  -0.87,   1.38,  -0.01
198411,  -1.74,   0.40,   1.70,  -3.44,  -1.00,   0.70
198412,   1.66,   2.60,   3.41,   3.04,   2.20,   2.57
198501,  12.35,   9.66,   7.68,  11.58,   8.15,   5.72
198502,   2.97,   2.49,   1.33,   0.81,   2.01,   2.10
198503,  -1.71,  -0.79,   1.39,  -0.31,  -0.52,   1.43
198504,  -1.32,   0.58,   3.25,  -2.10,  -0.86,   1.59
198505,   4.88,   3.76,   4.46,   7.46,   5.84,   5.75
198506,   2.33,   2.62,   4.17,   2.50,   0.91,   1.90
198507,   2.43,   2.69,   0.54,  -0.03,   0.74,  -2.30
198508,  -1.28,   0.57,   0.76,  -0.92,  -0.95,   0.67
198509,  -5.22,  -3.67,  -2.45,  -5.54,  -2.91,  -3.14
198510,   4.17,   4.81,   2.46,   4.01,   4.45,   5.73
198511,   7.51,   6.45,   6.00,   7.95,   8.70,   4.83
198512,   4.73,   4.08,   3.74,   4.60,   5.22,   4.10
198601,   2.95,   1.24,   1.04,   2.50,   1.13,  -0.41
198602,   7.60,   8.28,   6.44,   8.35,   8.46,   6.75
198603,   5.07,   4.91,   4.72,   5.92,   6.24,   5.22
198604,   1.29,   0.46,   0.79,  -0.61,  -1.18,  -1.94
198605,   5.23,   4.78,   3.08,   5.88,   5.30,   5.26
198606,   1.28,   1.35,   2.95,   1.38,   1.99,   2.28
198607,  -8.34,  -6.12,  -4.01,  -7.17,  -6.46,  -2.31
198608,   2.69,   3.19,   5.68,   4.79,   6.15,  10.02
198609,  -6.34,  -4.48,  -4.72, -10.86,  -8.62,  -6.69
198610,   3.32,   1.82,   2.90,   6.56,   5.21,   5.04
198611,   0.70,  -0.47,   0.30,   1.28,   1.90,   2.37
198612,  -1.71,  -2.36,  -1.26,  -1.86,  -2.83,  -2.79
198701,  11.26,   9.90,   8.20,  13.68,  13.50,  10.93
198702,   7.86,   5.43,   2.61,   8.90,   5.06,  -0.28
198703,   1.83,   2.77,   1.75,   0.67,   2.15,   3.28
198704,  -3.25,  -2.74,  -3.77,  -1.75,  -1.73,  -1.21
198705,  -1.02,  -0.23,   0.24,   2.07,   0.11,   0.97
198706,   3.30,   4.99,   3.40,   4.64,   5.58,   4.80
198707,   2.89,   4.14,   2.32,   6.65,   5.03,   2.33
198708,   3.85,   4.15,   3.36,   4.66,   3.63,   4.05
198709,  -3.17,  -0.63,  -2.27,  -1.98,  -2.40,  -2.39
198710, -29.79, -26.01, -18.32, -24.86, -23.06, -15.03
198711,  -3.65,  -3.74,  -1.89,  -8.34,  -7.81,  -6.97
198712,   7.99,   6.74,   2.32,   9.60,   7.87,   3.69
198801,   3.30,   5.70,   6.10,   0.76,   3.90,   9.45
198802,   9.41,   7.53,   5.32,   7.09,   5.48,   1.72
198803,   4.14,   3.72,   0.95,  -2.68,  -2.96,  -2.49
198804,   0.39,   1.51,   1.36,   0.08,   0.48,   1.60
198805,  -0.77,  -1.58,  -0.49,  -0.16,   0.19,   2.20
198806,   7.20,   6.17,   4.94,   5.91,   6.13,   2.18
198807,  -0.51,  -0.14,   0.12,  -2.16,  -1.14,   1.23
198808,  -3.12,  -1.97,   0.07,  -4.10,  -2.89,  -1.29
198809,   3.61,   2.58,   2.28,   4.98,   4.59,   3.04
198810,  -0.35,   0.08,   0.78,   0.47,   2.77,   3.14
198811,  -2.31,  -2.18,  -1.55,  -2.50,  -1.89,  -0.51
198812,   3.22,   2.95,   1.09,   3.78,   1.67,   0.85
198901,   3.80,   4.69,   3.16,   6.28,   7.52,   5.90
198902,   1.01,   1.65,   0.87,  -2.03,  -2.47,  -1.61
198903,   2.54,   2.74,   0.87,   2.03,   1.76,   3.18
198904,   4.74,   3.81,   2.84,   5.89,   5.04,   4.38
198905,   2.68,   3.93,   3.13,   5.18,   3.48,   4.10
198906,  -0.06,  -0.67,   0.73,  -0.49,  -0.96,   0.64
198907,   4.27,   3.97,   2.89,   8.96,  10.70,   5.86
198908,   3.97,   3.44,   2.40,   1.07,   2.63,   1.37
198909,   0.62,  -0.42,  -0.55,   0.76,  -0.87,  -0.09
198910,  -4.56,  -5.86,  -4.85,  -3.25,  -2.23,  -2.17
198911,   1.03,   0.37,  -0.20,   1.85,   2.57,   1.65
198912,   0.63,  -1.01,  -0.80,   0.40,   2.65,   2.91
199001,  -9.91,  -6.97,  -6.35,  -7.76,  -7.55,  -5.55
199002,   3.09,   1.41,   1.90,   1.59,   0.95,   1.86
199003,   3.67,   1.85,   1.71,   3.11,   3.20,   0.69
199004,  -2.70,  -3.54,  -3.98,  -1.74,  -2.16,  -3.64
199005,   6.60,   4.09,   1.59,  11.35,   9.63,   7.20
199006,   0.88,  -0.41,   0.51,   0.29,  -0.37,  -1.50
199007,  -3.91,  -3.45,  -3.86,  -1.50,   0.15,  -0.11
199008, -12.96, -11.73,  -7.66,  -9.02,  -8.96,  -7.84
199009,  -8.54,  -7.98,  -6.43,  -6.41,  -4.18,  -3.62
199010,  -5.47,  -6.20,  -4.00,  -1.32,  -0.76,   1.04
199011,   7.49,   6.00,   5.28,   7.70,   6.58,   5.02
199012,   5.69,   4.94,   1.58,   4.28,   2.90,   1.29
199101,   7.10,   6.36,   4.98,   5.18,   4.74,   1.90
199102,  10.36,  10.54,   9.38,   8.59,   6.82,   6.50
199103,   5.64,   4.98,   3.29,   3.69,   1.86,   2.77
199104,   0.96,   1.91,   1.79,  -0.23,   0.31,   0.76
199105,   5.00,   4.23,   2.96,   4.15,   4.93,   2.39
199106,  -2.58,  -1.52,  -2.36,  -5.28,  -4.10,  -2.92
199107,   3.10,   2.35,   4.56,   6.29,   4.07,   3.64
199108,   3.81,   2.58,   3.58,   2.64,   2.95,   1.72
199109,   1.64,  -0.27,  -1.12,  -2.42,  -2.38,   0.87
199110,   1.85,   0.81,   1.65,   2.21,   1.48,   1.02
